sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
0.0680819545427168,0.3225485320916797,0.5965364111533789,0.796476762946052,1
-0.6565045616618972,1.4723028689735025,-1.276496496663457,-1.3086236836874166,0
1.034197309482201,0.09259766471531497,0.369502119296793,0.27020165128768464,1
1.034197309482201,-0.1373532026610498,0.8235707030099653,1.4543206525190104,2
1.638019406319379,0.3225485320916797,1.2776392867231376,0.796476762946052,2
-0.8980334003967686,0.5524993994680435,-1.1629793507351638,-0.9139173499436413,0
0.0680819545427168,-0.1373532026610498,0.7668121300458184,0.796476762946052,2
-0.29421130355959074,-0.5972549374137793,0.6532949841175257,1.0596143187752354,2
-1.0187978197642038,1.2423520015971379,-1.3332550696276038,-1.3086236836874166,0
-0.4149757229270259,-1.0571566721665078,0.369502119296793,0.007064095458501152,1
-1.139562239131639,0.09259766471531497,-1.276496496663457,-1.440192461602008,0
0.43037521264502326,-0.36730407003741455,0.31274354633264617,0.13863287337309305,1
-1.139562239131639,1.2423520015971379,-1.3332550696276038,-1.440192461602008,0
-1.260326658499075,0.7824502668444082,-1.049462204806871,-1.3086236836874166,0
0.43037521264502326,-0.5972549374137793,0.5965364111533789,0.796476762946052,2
-0.8980334003967686,0.7824502668444082,-1.276496496663457,-1.3086236836874166,0
-0.4149757229270259,1.012401134220773,-1.3900136425917502,-1.3086236836874166,0
-1.8641487553362528,-0.1373532026610498,-1.5035307885200433,-1.440192461602008,0
-1.260326658499075,-0.1373532026610498,-1.3332550696276038,-1.440192461602008,0
1.3964905675845076,0.3225485320916797,0.5397778381892325,0.27020165128768464,1
-0.0526824648247194,-0.5972549374137793,0.7668121300458184,1.5858894304336024,2
2.483370341891428,1.7022537363498662,1.504673578579724,1.0596143187752354,2
-1.0187978197642038,-0.1373532026610498,-1.2197379236993104,-1.3086236836874166,0
-0.17344688419215454,-0.5972549374137793,0.19922640040435294,0.13863287337309305,1
0.9134328901147649,-0.1373532026610498,0.369502119296793,0.27020165128768464,1
-0.8980334003967686,1.7022537363498662,-1.276496496663457,-1.1770549057728248,0
0.6719040513798946,0.3225485320916797,0.8803292759741116,1.4543206525190104,2
-1.3810910778665102,0.3225485320916797,-1.2197379236993104,-1.3086236836874166,0
0.18884637391015194,-1.976960141671966,0.7100535570816721,0.4017704292022765,2
0.18884637391015194,0.7824502668444082,0.4262606922609393,0.5333392071168684,1
-1.139562239131639,-1.2871075395428726,0.4262606922609393,0.66490798503146,2
-0.17344688419215454,-1.0571566721665078,-0.14132503738052613,-0.25607346037068235,1
0.5511396320124584,-1.2871075395428726,0.7100535570816721,0.9280455408606435,2
0.5511396320124584,-1.2871075395428726,0.6532949841175257,0.4017704292022765,1
0.30961079327758706,-0.1373532026610498,0.4830192652250857,0.27020165128768464,1
-1.0187978197642038,-2.4368618764246954,-0.14132503738052613,-0.25607346037068235,1
-0.29421130355959074,-0.1373532026610498,0.19922640040435294,0.13863287337309305,1
0.7926684707473297,-0.5972549374137793,0.4830192652250857,0.4017704292022765,1
2.241841503156557,-0.1373532026610498,1.3343978596872839,1.4543206525190104,2
-1.0187978197642038,1.012401134220773,-1.3900136425917502,-1.1770549057728248,0
-1.0187978197642038,0.3225485320916797,-1.4467722155558966,-1.3086236836874166,0
-1.7433843359688166,-0.36730407003741455,-1.3332550696276038,-1.3086236836874166,0
-0.0526824648247194,-0.827205804790143,0.19922640040435294,-0.25607346037068235,1
0.18884637391015194,-0.827205804790143,0.7668121300458184,0.5333392071168684,1
1.2757261482170725,0.09259766471531497,0.9370878489382585,1.1911830966898274,2
-0.4149757229270259,-1.5170584069192374,-0.02780789145223294,-0.25607346037068235,1
0.5511396320124584,-0.827205804790143,0.6532949841175257,0.796476762946052,2
0.43037521264502326,0.7824502668444082,0.9370878489382585,1.4543206525190104,2
-1.0187978197642038,0.7824502668444082,-1.2197379236993104,-1.045486127858233,0
1.8795482450542502,-0.5972549374137793,1.3343978596872839,0.9280455408606435,2
0.43037521264502326,-1.976960141671966,0.4262606922609393,0.4017704292022765,1
-1.3810910778665102,0.3225485320916797,-1.3900136425917502,-1.3086236836874166,0
1.1549617288496363,-0.1373532026610498,0.9938464219024048,1.1911830966898274,2
-1.5018554972339464,0.09259766471531497,-1.276496496663457,-1.3086236836874166,0
1.2757261482170725,0.3225485320916797,1.1073635678306981,1.4543206525190104,2
0.0680819545427168,-0.1373532026610498,0.2559849733684998,0.4017704292022765,1
-0.7772689810293324,-0.827205804790143,0.08570925447606001,0.27020165128768464,1
-0.8980334003967686,1.7022537363498662,-1.2197379236993104,-1.3086236836874166,0
-0.17344688419215454,-0.5972549374137793,0.4262606922609393,0.13863287337309305,1
0.6719040513798946,0.09259766471531497,0.9938464219024048,0.796476762946052,2
-1.260326658499075,0.7824502668444082,-1.2197379236993104,-1.3086236836874166,0
-1.0187978197642038,1.012401134220773,-1.2197379236993104,-0.7823485720290495,0
1.1549617288496363,0.3225485320916797,1.2208807137589912,1.4543206525190104,2
2.241841503156557,-1.0571566721665078,1.7884664434004567,1.4543206525190104,2
0.7926684707473297,0.3225485320916797,0.7668121300458184,1.0596143187752354,2
0.18884637391015194,-0.36730407003741455,0.4262606922609393,0.4017704292022765,1
1.034197309482201,-1.2871075395428726,1.1641221407948443,0.796476762946052,2
-0.7772689810293324,1.012401134220773,-1.276496496663457,-1.3086236836874166,0
2.1210770837891206,-0.1373532026610498,1.6181907245080167,1.1911830966898274,2
-0.8980334003967686,-1.2871075395428726,-0.4251179022012589,-0.12450468245609045,1
-0.17344688419215454,-1.2871075395428726,0.7100535570816721,1.0596143187752354,2
0.5511396320124584,0.7824502668444082,1.0506049948665512,1.5858894304336024,2
-0.535740142294461,0.7824502668444082,-1.276496496663457,-1.045486127858233,0
-0.0526824648247194,-0.827205804790143,0.08570925447606001,0.007064095458501152,1
0.6719040513798946,-0.36730407003741455,0.31274354633264617,0.13863287337309305,1
-0.0526824648247194,-1.0571566721665078,0.1424678274402066,0.007064095458501152,1
1.034197309482201,0.09259766471531497,0.5397778381892325,0.4017704292022765,1
-0.29421130355959074,-0.36730407003741455,-0.08456646441637954,0.13863287337309305,1
-0.8980334003967686,1.012401134220773,-1.3332550696276038,-1.3086236836874166,0
2.241841503156557,1.7022537363498662,1.6749492974721636,1.3227518746044191,2
0.18884637391015194,-1.976960141671966,0.1424678274402066,-0.25607346037068235,1
0.5511396320124584,-1.7470092742956023,0.369502119296793,0.13863287337309305,1
-0.535740142294461,1.932204603726231,-1.1629793507351638,-1.045486127858233,0
-1.0187978197642038,0.5524993994680435,-1.3332550696276038,-1.3086236836874166,0
-0.8980334003967686,1.4723028689735025,-1.276496496663457,-1.045486127858233,0
-1.260326658499075,-0.1373532026610498,-1.3332550696276038,-1.1770549057728248,0
1.2757261482170725,0.09259766471531497,0.6532949841175257,0.4017704292022765,1
-1.5018554972339464,0.3225485320916797,-1.3332550696276038,-1.3086236836874166,0
1.5172549869519427,-0.1373532026610498,1.2208807137589912,1.1911830966898274,2
1.034197309482201,0.5524993994680435,1.1073635678306981,1.1911830966898274,2
-0.535740142294461,1.932204603726231,-1.3900136425917502,-1.045486127858233,0
